CRIM,ZN,INDUS,CHAS,NOX,RM,AGE,DIS,RAD,TAX,PTRATIO,B,LSTAT,MEDV
4.319450186421157,91.54882975880419,0.654701903264685,1.0,,4.177765813866403,11.396588711924116,11.788372918277368,13.0,563.0,19.024175281503645,307.99691248748167,21.666513733877018,38.85989029016239
2.9122914019804194,3.394597858579884,19.913690585267673,0.0,,3.1353870702320834,,2.712618575315262,23.0,,18.34091945079839,,3.6905050220885434,14.397818739025642
6.118528947223795,,28.901833026406514,0.0,0.41468288851883617,8.169989308194605,,3.4823104135726055,24.0,315.0,21.84644369373366,207.6906976758111,38.76881975980632,13.855556011630974
,,16.805045503855258,1.0,0.5345536055237894,6.462702494327439,,3.3297796486965296,23.0,179.0,13.38265343876871,397.2904269122197,35.59957884348905,33.916096211204334
2.9214464853521815,92.43961953765304,28.104673860992754,1.0,0.4342810837268213,8.343950732771054,,9.717937443834703,18.0,579.0,16.297370089297786,4.6288795021081075,11.109793998661171,
3.663618432936917,97.10582451653677,1.567736378580713,0.0,0.35048905340888054,6.581671340479035,45.83634794263062,3.0559802609512996,20.0,646.0,16.24830736643311,119.83706223408626,5.771204462523509,40.6530478998906
4.56069984217036,94.42664891134339,12.563799572224841,0.0,0.38374554454705384,7.8609665397582145,52.87073198840526,1.733258128056367,10.0,117.0,16.170532037029204,,37.75371172552262,6.085975041164912
7.851759613930136,,,,0.37363778177604545,5.578040180130888,,11.984168872441915,,264.0,18.637983920426684,187.71596437499315,18.984529337347297,32.4685337342257
1.9967378215835974,86.20426509893134,21.924628949421894,0.0,0.7865383989561492,7.499159587729613,63.89630219732846,1.2729893258966407,1.0,624.0,16.898280605467225,46.6411865715203,13.135511626085997,37.88024055079441
5.142344384136116,84.45493985350704,29.4389127149174,1.0,0.6796462534592368,8.478248801339136,,10.187684661747522,10.0,301.0,,147.11483419222543,20.123963371442308,49.702375041290104
,31.910047324325564,7.6959018733274345,,0.783880732634781,6.432737782333238,43.50145943402234,5.019035257057181,9.0,,16.32355992146765,10.178857318015622,31.137021637310074,35.54517624065811
0.46450412719997725,82.89154741506773,19.625238044222233,1.0,0.5198702432539543,4.084710903374277,29.265509766740784,10.257770057335968,3.0,465.0,21.916994610185625,257.0984184301118,7.567026633819125,15.433032044748483
6.075448519014383,3.700763471549262,5.942928982792203,0.0,0.4391842408313283,4.612785690181189,54.54279502117131,7.100825403322595,19.0,,21.275613488190423,357.0970171985421,30.93233750686298,9.868378769601744
1.7052412368729153,,16.959907637148298,,0.6991465986045933,4.191867461384435,13.341633552320708,10.917943524349962,9.0,612.0,15.07724189364371,353.9496495133835,30.22842472942075,
0.6505159298527952,23.000883728770305,13.917974600650085,0.0,0.4631269590205734,,69.16434019733182,11.188122850560893,10.0,418.0,13.115939247666672,279.8177895062186,22.03457998879431,28.543238038319718
9.488855372533333,12.056688577727881,29.16015988894611,1.0,0.44969168685267413,4.8384926961062185,,1.100079994088536,19.0,316.0,20.39764724038603,186.308078199171,,45.46153798002574
9.656320330745594,,18.255818180893996,1.0,0.4162529961039156,6.330802720519131,16.33544497431565,1.8295339359206708,16.0,133.0,21.971702514257245,204.81264747659588,6.153591748624561,37.69736095315737
8.08397348116461,69.62887758781397,,0.0,0.36483948911211767,6.527949776782997,10.431308735188216,3.75394602527941,24.0,365.0,14.926088940396454,54.76752959826516,24.22368125996125,27.93841025191793
,33.98749637680661,3.422873546638001,1.0,0.428231530508383,5.558998483451167,14.551548278735915,8.362469579998518,18.0,179.0,15.577849258417663,,18.524379047571042,23.161526184431644
0.9767211400638387,72.47667715287615,,1.0,0.47765987423694384,6.692524678925013,87.71275618985017,10.770994161626566,14.0,512.0,21.41633181485203,,,23.196861480686913
6.842330265121569,6.535634079894237,,0.0,0.6369971040728653,3.4894495536681953,52.81892617563562,6.05936146423359,3.0,351.0,19.1112951800309,328.48008133998184,10.849881779511492,15.183692876805555
4.4015249373960135,31.529033783061035,7.5289998402089395,,0.3312824211097258,3.52672942234896,46.72609960075026,7.67670427901692,2.0,111.0,14.956383317796362,365.9015605351839,15.518906615586413,5.779668729006367
1.2203823484477883,53.949129237533725,25.518481735234133,1.0,0.40525346983267146,4.030976762145951,10.671181910235427,,1.0,500.0,17.81046491283915,214.7693045680468,5.217879484922964,
4.951769101112702,79.07231648389636,16.83668364847575,1.0,0.7045118201458382,6.108464988242068,64.95560067569618,9.854635172698538,18.0,381.0,21.44229579364256,291.1056162051776,10.812359820828183,14.558662963544684
,31.875250293206992,15.701727341230994,1.0,0.37346096179188537,4.283968072189881,86.799959189509,11.640609224888166,24.0,211.0,20.118131069457785,48.585908362850994,11.606639203345221,
9.093204020787821,,3.443066156076524,0.0,0.47132257326126076,4.699706420955464,82.8185869323453,3.954588262060572,9.0,477.0,19.418327137286596,243.41385731089537,29.106046830945438,10.642155290441622
2.587799816000169,88.5977748236187,,0.0,0.73232946092907,5.401877017037965,62.60547089808013,6.44308546760601,13.0,367.0,19.369963117270224,281.1164085511384,,
6.62522284353982,61.58631881823046,21.68442909625451,1.0,0.3774626555717213,7.871196744062279,7.527871665167362,1.9472772155701117,2.0,397.0,13.780203242922703,181.10725180456032,,6.430511729981196
3.1171107608941098,23.295947475363377,,0.0,0.34136841780909494,3.0831728154771607,11.239702717601297,7.150503221092652,,416.0,20.246812392279367,,9.634986481934405,35.34041523868394
5.200680211778108,2.440078155653802,21.23505291689306,0.0,0.5422689975400055,6.896272921419735,4.930898710982468,6.530617860313486,16.0,669.0,,350.94980821655656,,23.06287023407124
5.4671027934327965,87.00988739009298,16.30614652027938,1.0,0.4512097556392682,7.013259186244112,25.74792164924693,2.5888013257058535,21.0,608.0,21.303666579015296,297.16348798148897,12.731440282331931,30.26860694479153
1.8485445552552704,2.126941085038714,2.4517603724033474,1.0,0.5817041822419271,7.79193468213982,13.566146716037775,5.862728344298826,19.0,645.0,15.64639991013783,,9.754441907715508,33.66309281093598
9.695846277645586,,13.749019245859694,0.0,0.7019024452417375,8.596517634361879,26.004804025243388,,15.0,464.0,20.576603970422564,327.3610589991294,22.52926265775415,48.76180530242716
7.7513282336111455,52.8937134027212,14.540888613901409,0.0,0.36857424407637157,3.120827093695739,38.50580557189617,6.740139628357083,22.0,646.0,14.662334945178014,396.149771831545,14.937679734470533,8.071963963497545
,93.90676985128962,4.973236204898273,1.0,0.5903495422771425,3.9227022330792973,94.29827840711357,7.442197689716791,,370.0,17.145269365822404,76.86909328577957,38.67375595392472,23.80629581741471
8.948273504276488,79.87832357736654,28.37094441000847,0.0,0.552754380194932,8.317027764335958,61.03760597816921,1.0934513646793045,1.0,573.0,13.068852954890605,34.699107121589634,,16.065407008691647
5.978999788110851,99.79341105333374,25.499261144419858,0.0,0.3720393930065998,5.751111373122092,83.49737856829623,9.371065812445108,21.0,636.0,18.60118902996174,134.8011165349034,18.30489549568934,26.452036933556638
9.218742350231167,35.071181545171015,20.07067011987325,1.0,0.6119992427644911,6.387543833600781,71.03515007123322,8.843157210479148,7.0,333.0,20.360792751668384,51.60167000930356,32.00841096575012,46.42125352762497
0.884925020519195,76.71882889311269,,1.0,0.4368202089303858,6.9781632223388845,11.250313052663174,5.029150248271744,20.0,,19.18447281302416,209.25204516248974,1.5174730935741263,37.57929193616681
1.959828624191452,40.193091360924214,,0.0,0.5439171592720062,7.0743996269738245,73.59204063739489,,8.0,350.0,17.23258512938657,253.211562163097,22.364651804267304,34.7877313915952
0.45227288910538066,47.98756203039088,19.529204014528624,0.0,0.34113616213853093,8.590442419899048,27.509888155912442,9.304257937635555,10.0,185.0,12.451158786014595,231.31544606936149,29.988667719972184,24.856064439402985
3.2533033076326436,62.75054632183701,16.362956082207162,0.0,0.5297920286068115,8.981696504470019,63.91078469947063,11.506926765259458,5.0,489.0,21.334410071708582,103.69605415610805,9.460785790886101,35.20006242684961
,87.36771141863387,1.8681931764565685,1.0,0.45323173402141015,7.320944765585642,34.09619736429885,3.6416675562421563,9.0,279.0,,363.52961238751874,3.3856984514718063,6.456891977348365
2.713490317738959,98.40834691992951,15.375079463109952,0.0,0.7111906055926771,4.723327255230905,99.76722632646592,4.558770751107417,1.0,248.0,19.45864238365333,8.46894549415138,7.0808385003517795,31.38074024134525
8.287375091519294,76.82734138645182,24.192108516985186,0.0,,8.278514413766061,26.355147949677782,3.0219417842999645,2.0,682.0,19.946805755108073,139.20534150539717,18.232075399780424,29.91994531696617
3.567533266935893,41.77667821673337,13.777196327908742,1.0,0.509303637459165,3.2953254872445696,,7.346297356793237,,220.0,19.47743425927611,287.5969901592244,20.748485409494215,20.598819438343675
2.8093450968738076,42.13570022770702,1.5586973266280524,1.0,0.529215712065719,4.386485117246977,,2.7032553411220044,,355.0,16.411161640983337,306.7715705396638,15.85451976224197,14.068135644084878
5.426960831582485,73.75823015888915,23.588345981520995,0.0,0.6625030381495594,8.38431430478229,2.464440463632267,4.918133378075174,20.0,408.0,19.33621829287947,166.44741777274396,18.15897691465282,
1.4092422497476265,23.877714576830233,6.040913464079232,1.0,0.5871437875451055,4.53714908663613,69.66889878731969,8.667143153276893,10.0,158.0,18.25026787810329,6.763925302546836,19.33916342476197,7.423795150479341
8.021969807540398,11.047411313139467,7.758625046641163,1.0,0.6336061685970905,4.323906357730491,72.53263907358782,7.161275813102832,9.0,,,247.21747164949494,31.008029802442753,8.13527889906145
,35.462215764077655,4.941190602968877,0.0,0.688524642825878,3.8287517588414834,83.63785774103994,5.251088207607288,10.0,545.0,,25.23787247328628,5.104434025028443,
9.868869366005173,28.723899165408174,,1.0,0.7311014868290944,8.1546705458815,97.44393106384753,5.622745619882961,6.0,,12.413743824672599,,30.989068219216442,16.364954633387228
7.722447692966574,29.630812045599008,22.70254517065905,1.0,0.45693774836123524,6.000349555146521,97.56019191566524,7.183219708855525,17.0,185.0,15.788870903326053,260.100287858476,27.856464789504926,38.54535860781592
1.987156815341724,,15.58157578511812,0.0,0.5690113526819515,7.049359218324929,6.527675756646389,1.0645120067587743,6.0,326.0,12.347161521838945,124.99533045714193,29.924771569576404,33.538553461453596
0.05522117123602399,4.209318963636188,6.1464382245213764,1.0,0.7200540392196,4.434398304450178,82.18393227529025,1.8636085529897084,4.0,692.0,13.02074924766098,139.21206108330117,29.64426704913759,39.76406582569842
8.154614284548341,1.787393473341381,26.334902344561225,0.0,0.7947255654825283,7.548242526067299,64.63099336573814,,20.0,283.0,18.014107220036113,194.72283079329736,19.353080816269564,19.61055303520105
7.068573438476172,98.77223897360315,26.387455648545874,0.0,0.7447596555218816,7.560033269772591,64.73421343730912,1.8566688800041984,3.0,421.0,20.738218211622534,391.43135794374956,9.244607197875101,38.32335228280403
7.2900716804098735,42.77731337358623,26.117352751380206,1.0,0.4857336313121884,4.875588149449801,12.83499266146948,8.774839558315556,23.0,417.0,13.198247587092672,386.17688829548416,21.928527267770356,43.803645621187954
7.712703466859457,38.432664715968166,7.163886341446179,1.0,0.3975832586093252,5.464095798061697,65.01871664456533,11.120419805199578,19.0,665.0,16.510892874668315,166.50439974403005,38.36130009075489,20.537352248835727
0.7404465173409036,67.96472826930699,13.537180325429643,,0.5446962687032944,4.258141664581205,98.24825806012478,3.977519647319042,18.0,498.0,21.108789048064438,106.19968688731288,23.952501574341184,
3.5846572854427263,21.825388786506416,,0.0,0.6708207259180211,,91.1818569539447,5.075405807654657,24.0,392.0,20.143009836715876,121.0368610656463,1.4308386632983268,45.49781317578918
1.1586905952512971,94.99611839502253,23.16037428929971,1.0,0.5462845353766488,6.87361546235047,43.91306608048505,7.258135464291879,4.0,392.0,17.1966789646593,107.51251926464165,3.328725290179235,7.240561393446911
8.631034258755935,78.6345014415552,0.8150226367667945,0.0,0.5415904316568343,8.607263284293094,3.994797328609434,10.698798666024432,8.0,584.0,19.71571439328831,212.8983228567123,39.72167391053854,
6.232981268275579,8.94110023122595,1.9561377378147615,1.0,0.7191152105409002,4.820313261774799,36.229349000020484,11.360961459864622,17.0,546.0,17.226937740445372,242.74392312037142,3.8059080103381744,10.340262143231183
3.308980248526492,41.75807757849284,13.917941304369982,1.0,0.48070188953359316,7.691345477981338,82.63903116005552,9.135195729223948,5.0,511.0,13.580923372828488,195.51175529186642,2.795761241751044,6.30412656124893
0.6355835028602363,87.91183075621647,27.276606175846805,1.0,0.7298973374058229,7.595151863308452,70.1499101465166,1.9528173694016342,13.0,607.0,13.247361132216792,163.19774489926093,14.76794650498756,10.079123794106994
3.109823217156622,94.47320222914102,16.161053938581425,0.0,0.5034024004758617,7.149933911199249,45.93436555939564,8.360695710883359,,343.0,13.883682320670697,84.5140150279751,38.80337092750413,24.40606060311246
3.2518332202674705,46.74015112498697,14.934375241028707,1.0,0.4641165528391697,8.793833851600802,,5.513340940599282,13.0,519.0,15.509220949656795,193.00223655284535,13.428330995581762,35.91302311525058
7.29606178338064,61.34113892107077,3.1642109986989175,1.0,0.5269949555998494,5.361332016637894,42.68947278233026,6.177710994401678,4.0,253.0,21.305292676740187,136.44108552098322,16.985481104135555,18.017709099888332
6.3755747135521315,16.70339460920752,,0.0,0.6812234793374342,3.7843039415385435,46.90249397178835,1.5406322937969474,22.0,523.0,19.996784136536014,216.63818511933718,25.729005387134055,43.235388833050614
8.872127425763265,99.11686261369765,24.663094818006766,0.0,0.36300101393199713,7.030253155464365,92.85555328941359,3.10168353280994,24.0,372.0,16.328015612263176,270.0757662046496,1.9403617337295151,24.69270329322575
4.722149251619493,23.16717013834434,11.41260022522687,,0.3982096079360087,,64.10861035821594,9.695649682870124,14.0,,16.93076709787574,253.32486977464424,36.012779523248334,48.57026229327846
1.195942459383017,94.27317741351257,23.268355527759823,1.0,0.775722412831546,,31.16529166546489,5.993547163526458,3.0,227.0,14.656094576664149,184.99608416223734,21.258277684622854,47.9370051249665
7.13244787222995,64.96466489923685,28.934299617024347,1.0,0.3877458136906787,4.240907358800378,52.53182644507214,4.3182846579426375,5.0,472.0,19.0435295647213,222.42096971198438,19.20562533415826,39.79743002000668
7.607850486168974,,6.112993773830673,0.0,0.5838636589655273,6.026735650016132,6.605530782216007,5.224209813614539,7.0,,20.02765671462038,113.94245238430388,34.56833982605858,46.958247326597814
,51.26885110165086,15.699888935842239,0.0,0.5896572333309689,4.873138419414777,97.25682356497369,10.398394646582481,1.0,258.0,14.389046956675767,9.696103608955875,38.169986984962826,36.819323427250026
7.70967179954561,23.06698117177587,8.614138742537266,0.0,0.5448122310251224,5.564799169000135,36.0059901930726,9.238989191454525,23.0,,12.418216237864653,250.00778166724166,17.513584034226557,
4.937955963643907,17.652803200550828,23.78563257101518,0.0,0.6223726242884093,6.871311455067984,47.78673549131358,3.9954693689919107,12.0,669.0,18.238889431629705,101.02742365507478,7.725202092435998,15.641317281483794
5.227328293819941,22.048620907017536,17.327800976434727,1.0,0.4149133628988092,7.4712884561450075,35.52839742369226,2.2925202423361064,11.0,275.0,17.625121191353166,267.5814840273098,32.812661530080845,20.54390900795594
4.275410183585496,18.643826214425452,19.037472526509113,0.0,0.5763311338883741,4.3933481454080585,68.25117301162001,3.771980438084789,24.0,310.0,16.021311550288765,298.8033998387837,16.727156427677002,
0.2541912674409519,77.95844735667534,23.93742478847682,0.0,,,66.2232158329593,11.128320961602071,8.0,546.0,,366.37109844151246,37.48627604095888,24.10525571929507
1.0789142699330445,35.01252591667301,11.879114179873646,0.0,0.6308336298145945,4.614969425949775,71.53223105291356,7.397477216347308,,685.0,17.506132979851436,383.2491181918452,38.04606036940834,42.6797345221033
,5.784267656339637,27.452702052211297,1.0,0.3706117716865747,,,6.8682822961926115,22.0,266.0,14.505815765941929,4.210418523880577,5.47833223713341,44.49374922144988
6.364104112637804,,15.9908660173842,1.0,0.5854387084197381,7.7003233199750305,31.566848116406597,7.560329596617077,2.0,559.0,15.977289756227224,396.149683741855,38.3056047259812,
3.143559810763267,88.37858849634257,4.73864468506044,0.0,0.39263517769166184,8.455516166621955,12.525123109620795,5.026310923211668,19.0,456.0,16.281135697472415,273.20732739766436,15.362542692359717,42.05528636853081
,92.77522831952129,20.876973545064075,0.0,0.4393215315575182,5.22139311410746,65.55099718461126,9.87817722351464,20.0,403.0,20.80247994475564,257.4096641496757,26.20384818863043,11.941892197931754
9.07566473926093,,23.797840513147634,1.0,0.4093549001617916,7.507673546242601,3.979712733565255,6.756148742302748,20.0,,21.609041541289592,6.085238078142163,2.3552531876277953,
2.4929222914887497,17.38952492194873,,1.0,0.39141888993440854,8.381971736186467,59.768233552345905,,24.0,426.0,20.93001362396497,344.493364754695,35.666486689269476,28.308422800462502
4.103829230356297,39.62420189026587,25.71537770996259,1.0,0.7128554757803335,8.07674526318139,86.96958848516338,2.4197163731196927,14.0,281.0,19.191780240519797,58.19657889913054,,15.189969294675148
7.555511385430487,,27.184297642972993,1.0,0.44285378383044516,4.096880331235355,89.08321482896335,6.905450611528802,1.0,,17.84992733605822,334.9320615732164,26.098624211300347,31.067052330883968
2.2879816549162246,,8.307134621334267,,,8.737751289080169,44.90377603699617,11.30227239877923,10.0,128.0,,6.225018503486401,36.18487023912187,31.041278542294098
0.7697990982879299,,29.505644181456663,1.0,0.7849632626725954,,45.930368821307376,4.391873338438186,16.0,192.0,21.391092207326892,258.38570499966454,20.825539821386382,14.310630268290758
2.8975145291376805,81.58331249906178,4.221345841462752,1.0,0.5856302349685487,5.035443967043018,7.696918300801736,10.5649528574514,4.0,429.0,14.499987352238318,173.9206135079311,17.010148974139472,40.80386051984555
1.6122128725400442,22.444057183666068,6.060470052074699,1.0,0.3715005613328632,3.374587963666682,67.07650254430358,9.405051452367672,11.0,283.0,17.351205076734047,80.30669162373405,34.77902133940033,33.42400202351736
9.29697652342573,22.38176148226231,,0.0,0.4872741216897906,5.917041924629298,,3.7259368719759753,,194.0,18.896080190004078,43.02455670817365,29.95439996298453,19.29922280712294
8.08120379564417,53.69744228934136,26.819691300236112,0.0,0.6988661316741069,3.6540816938455722,24.465505460471306,1.3997482314786671,20.0,452.0,18.792470013242745,176.05107861853057,38.01005093363114,15.448315256163136
6.334037565104235,59.293993484170315,19.628776569748855,0.0,0.4836953643485352,4.491238925564556,42.13008816333647,2.12031991656621,1.0,,14.522789595768364,49.32232212856991,37.66475383911077,44.54375624755221
8.714605901877178,58.00862078378112,4.563128496668186,0.0,0.34350860915139436,4.9016557306036885,83.88393367652704,9.013433272321842,16.0,118.0,17.867315273897518,,15.91072041784937,42.608401035109374
8.036720768991145,,13.20970255105047,0.0,0.578392455464094,7.8529579409501045,87.7120467662288,3.196367118447114,19.0,598.0,19.959131424201566,250.0868234611409,18.432465315515298,15.339230368498685
1.8657005888603584,87.74608626303804,18.458940752094062,0.0,,8.25293190237538,24.317998026422593,5.083980125559331,21.0,238.0,16.75078980050244,330.9536774429433,10.98341319784036,6.602235193242895
8.925589984899778,26.560004258870606,2.5039225496814987,1.0,0.6979631935717512,4.8147979047688185,55.057063454136426,6.5186908260706735,22.0,672.0,,271.45977487314667,26.76526767640414,41.203966808440576
5.393422419156507,12.951492128280417,26.47249105222016,1.0,0.3875615700651766,8.152188727467443,19.249315063582706,8.98014985295179,,624.0,15.598825977545548,26.079906682460184,15.217136833466576,32.69788498692694
8.074401551640625,88.87480798689772,24.108106063246055,0.0,0.6363823072062333,8.143385624218746,10.187876413955655,2.2455434558503793,,354.0,,122.97301301913488,31.657925217699173,9.539691262405686
8.960912999234932,95.56514982297534,15.156203207299146,,0.41025213171782354,7.587905702309241,91.11205013919576,5.470030458052077,,184.0,,115.19144317300017,,
3.1800347497186388,86.21276172654507,29.013798457775113,1.0,0.4091037672760861,,82.05075042321091,6.335802000569649,17.0,557.0,17.959479507926144,366.0129693884337,5.53971119546409,25.34822084127624
1.1005192452767676,80.95160747248781,12.532829378252991,1.0,0.7370358866525926,7.1419370814043734,76.00349018031739,6.949097703686936,12.0,631.0,12.313615688045884,347.1128177571054,,39.85476473631612
2.279351625419417,65.52419806390218,29.523309571094934,1.0,0.42483447637011507,8.670144387483413,,,13.0,661.0,,148.05916734016677,,14.408817897142852
4.271077886262563,55.08573706091393,20.03759996410881,,0.4316236732590056,7.095242872602943,84.37287927102575,2.8884601454753858,8.0,191.0,18.329338804710446,28.462102353032435,25.181232699451154,25.39205349372619
,8.698675991141014,19.040138197618244,,0.30032669538064977,4.989701094647003,43.804407590538375,,16.0,699.0,,357.64292712189336,6.746757874652807,12.030985141336254
8.607305832563434,40.845321307069874,4.9786468588735495,0.0,0.7353345170627588,6.003475904584988,34.23951232958596,8.621662704663175,18.0,168.0,17.081637904581747,355.2759811856749,7.238553781238515,48.0887252514881
0.06952130531190703,,26.45783274913932,0.0,0.6962974066045673,,54.647636102537646,7.114578956188553,1.0,136.0,12.629714087337005,341.89845281229003,1.5549007254374736,40.04321706163238
5.107473025775658,25.97537837603262,,1.0,0.613664467545339,6.063422452371022,9.135324272355582,8.694806574428291,1.0,239.0,20.341352384103843,338.03265509420066,31.501510570320782,38.152509192562846
4.17411003148779,72.3420113688585,4.867002173474381,1.0,0.6751328819694211,3.719717650385819,75.66465493523988,5.532195128468221,12.0,665.0,19.845056022962172,,32.67954616151576,36.05929992593609
2.2210781047073027,49.58757350787708,0.3782255992727712,0.0,0.3760242837122459,4.872384267912124,58.24350768882959,2.5223734456493703,6.0,277.0,13.853539757218496,70.9726608998393,7.318874238213148,
1.198653673336828,8.104621590764793,16.792670509151478,1.0,0.5291617972937877,7.814376183321795,18.659009687316754,8.32341764291904,9.0,236.0,,190.9952201849711,29.841452936421753,46.547708706641515
3.3761517140362796,22.018320194981133,15.82198866368029,1.0,0.47560969367439043,8.168508276573105,18.82321997690456,,23.0,289.0,20.183152116542715,197.83910826778595,17.908259803137025,8.281265536715242
,68.32587636595959,21.580608671074756,,0.34688826312850823,3.8238001962934214,18.424865157267423,8.033122805970532,5.0,441.0,18.408541364156,195.9727012979443,,41.146658225552834
3.2320293202075523,7.613085949030019,26.707741590534063,1.0,0.543065242607462,8.714320514392348,5.700238755193398,4.71798659131339,16.0,658.0,15.103980952958448,215.50903444604646,25.233999714879328,14.68547294475797
5.187906217433661,85.12069140487687,2.3821975392908854,0.0,,4.972935707091656,58.77984493716848,10.975532350738195,18.0,104.0,18.56111150478167,103.06280919646204,7.960878899536307,19.58125800352316
7.030189588951778,49.51465270139743,21.94489471021087,0.0,0.32002955952534723,6.97388243238432,84.0348177588508,7.461068554331346,17.0,356.0,14.104617476832122,,30.51846069846838,28.374337803528874
3.63629602379294,48.0586577326648,5.622358322927466,1.0,0.44573045674689693,7.510950875740087,,1.939427327199612,18.0,342.0,15.18254997279421,173.6746367853878,2.8569938752515163,40.21947549750108
9.717820827209607,59.24077846595176,25.74531159471492,0.0,0.4037704681028517,7.871677407827301,4.900464497127355,5.947843897748715,1.0,514.0,14.400696531071787,,38.40610638418866,42.73407084441815
9.624472949421111,82.46809659251491,24.571905415849685,0.0,0.41907332683284815,8.67449821335558,57.27702766869458,9.319916602179978,19.0,,17.569251023902066,182.1456538246002,3.8031348946363543,31.26795125720562
2.5178229582536416,34.780920790219305,16.22381264956633,1.0,0.7542172759396877,,,9.735480179054996,22.0,478.0,13.082266467655487,324.1878468278372,23.5984883506989,23.136597002060835
4.972485058923855,67.80161525590636,21.307283958699344,1.0,0.534034527117145,8.151038727309327,32.67388905686336,6.440567580401346,8.0,693.0,21.333103803483386,331.2238170931505,36.185577314772765,47.59260896314445
3.0087830981676964,56.5731963995791,9.430503395512451,1.0,0.5331497064699093,3.7901214206172424,34.96143988077222,10.842223279144312,3.0,245.0,15.335123536628668,,1.4642742850661636,16.093458312771574
2.848404943774676,26.70282701694213,14.135036967984439,0.0,,7.230245438121557,59.63464974967759,3.944352809137273,5.0,422.0,14.189701271058013,207.5233248337414,20.442063978573223,
0.36886947354532795,87.8629986355158,24.64910693131415,0.0,0.3772461020024629,7.451866377083915,27.4212889124147,5.516585669620932,23.0,221.0,16.96549813601831,13.460132854022655,14.650271608116515,32.542232965166896
6.095643339798968,79.74260216069281,,1.0,0.5436326770500254,7.066339447207922,2.660836607768413,10.88456601625867,8.0,351.0,14.76997818454716,269.77302258743873,23.632955420058455,21.96027575983462
5.026790232288615,,,0.0,0.5149926070605299,4.513888416810918,73.52285181015961,10.858823881187368,,,,161.8423531787452,9.79283808276869,5.061559296359156
